train_name,train_number,train_class,departure_station,departure_time,departure_date,duration,arrival_station,arrival_date,arrival_time,price,availability,hidden_query_date_calendar,hidden_query_date_input_format,hidden_query_destination_code,hidden_query_destination_name,hidden_query_origin_code,hidden_query_origin_name,hidden_query_url
BLAMBANGAN EKSPRES,145,Eksekutif (AD),SURABAYA PASAR TURI,22:10,2 Juni 2025,10j 6m,PASARSENEN,3 Juni 2025,08:16,680000,Tersisa 14 kursi,2025-06-02,02-Juni-2025,PSE,PASARSENEN,SBI,SURABAYA PASAR TURI,https://booking.kai.id/search?origination=8waGraRrEJk438ycdh9%2Fdw%3D%3D&destination=%2FLHasmfRW3%2BG8rdHAAHYwA%3D%3D&tanggal=kCGlqtq2XWGMKzd9ge9IoP9%2BriZvtWN198IreyEThn0%3D&adult=TqxPPz9bxJ6EkmjJDHBc0w%3D%3D&infant=PXNgZxm0izPhkaJOu%2FyubA%3D%3D&book_type=
BLAMBANGAN EKSPRES,145,Ekonomi (CD),SURABAYA PASAR TURI,22:10,2 Juni 2025,10j 6m,PASARSENEN,3 Juni 2025,08:16,465000,Tersisa 1 kursi,2025-06-02,02-Juni-2025,PSE,PASARSENEN,SBI,SURABAYA PASAR TURI,https://booking.kai.id/search?origination=8waGraRrEJk438ycdh9%2Fdw%3D%3D&destination=%2FLHasmfRW3%2BG8rdHAAHYwA%3D%3D&tanggal=kCGlqtq2XWGMKzd9ge9IoP9%2BriZvtWN198IreyEThn0%3D&adult=TqxPPz9bxJ6EkmjJDHBc0w%3D%3D&infant=PXNgZxm0izPhkaJOu%2FyubA%3D%3D&book_type=
KERTAJAYA,253,Ekonomi (CA),SURABAYA PASAR TURI,22:30,2 Juni 2025,10j 33m,PASARSENEN,3 Juni 2025,09:03,310000,Tersedia,2025-06-02,02-Juni-2025,PSE,PASARSENEN,SBI,SURABAYA PASAR TURI,https://booking.kai.id/search?origination=8waGraRrEJk438ycdh9%2Fdw%3D%3D&destination=%2FLHasmfRW3%2BG8rdHAAHYwA%3D%3D&tanggal=kCGlqtq2XWGMKzd9ge9IoP9%2BriZvtWN198IreyEThn0%3D&adult=TqxPPz9bxJ6EkmjJDHBc0w%3D%3D&infant=PXNgZxm0izPhkaJOu%2FyubA%3D%3D&book_type=
DHARMAWANGSA EKSPRES,165,Ekonomi (CB),SURABAYA PASAR TURI,23:00,2 Juni 2025,10j 20m,PASARSENEN,3 Juni 2025,09:20,350000,Tersedia,2025-06-02,02-Juni-2025,PSE,PASARSENEN,SBI,SURABAYA PASAR TURI,https://booking.kai.id/search?origination=8waGraRrEJk438ycdh9%2Fdw%3D%3D&destination=%2FLHasmfRW3%2BG8rdHAAHYwA%3D%3D&tanggal=kCGlqtq2XWGMKzd9ge9IoP9%2BriZvtWN198IreyEThn0%3D&adult=TqxPPz9bxJ6EkmjJDHBc0w%3D%3D&infant=PXNgZxm0izPhkaJOu%2FyubA%3D%3D&book_type=
DHARMAWANGSA EKSPRES,165,Eksekutif (AB),SURABAYA PASAR TURI,23:00,2 Juni 2025,10j 20m,PASARSENEN,3 Juni 2025,09:20,550000,Tersedia,2025-06-02,02-Juni-2025,PSE,PASARSENEN,SBI,SURABAYA PASAR TURI,https://booking.kai.id/search?origination=8waGraRrEJk438ycdh9%2Fdw%3D%3D&destination=%2FLHasmfRW3%2BG8rdHAAHYwA%3D%3D&tanggal=kCGlqtq2XWGMKzd9ge9IoP9%2BriZvtWN198IreyEThn0%3D&adult=TqxPPz9bxJ6EkmjJDHBc0w%3D%3D&infant=PXNgZxm0izPhkaJOu%2FyubA%3D%3D&book_type=
BLAMBANGAN EKSPRES,145,Ekonomi (CA),SURABAYA PASAR TURI,22:10,2 Juni 2025,10j 6m,PASARSENEN,3 Juni 2025,08:16,405000,Habis,2025-06-02,02-Juni-2025,PSE,PASARSENEN,SBI,SURABAYA PASAR TURI,https://booking.kai.id/search?origination=8waGraRrEJk438ycdh9%2Fdw%3D%3D&destination=%2FLHasmfRW3%2BG8rdHAAHYwA%3D%3D&tanggal=kCGlqtq2XWGMKzd9ge9IoP9%2BriZvtWN198IreyEThn0%3D&adult=TqxPPz9bxJ6EkmjJDHBc0w%3D%3D&infant=PXNgZxm0izPhkaJOu%2FyubA%3D%3D&book_type=
BLAMBANGAN EKSPRES,145,Eksekutif (AC),SURABAYA PASAR TURI,22:10,2 Juni 2025,10j 6m,PASARSENEN,3 Juni 2025,08:16,660000,Habis,2025-06-02,02-Juni-2025,PSE,PASARSENEN,SBI,SURABAYA PASAR TURI,https://booking.kai.id/search?origination=8waGraRrEJk438ycdh9%2Fdw%3D%3D&destination=%2FLHasmfRW3%2BG8rdHAAHYwA%3D%3D&tanggal=kCGlqtq2XWGMKzd9ge9IoP9%2BriZvtWN198IreyEThn0%3D&adult=TqxPPz9bxJ6EkmjJDHBc0w%3D%3D&infant=PXNgZxm0izPhkaJOu%2FyubA%3D%3D&book_type=
BLAMBANGAN EKSPRES,145,Eksekutif (AB),SURABAYA PASAR TURI,22:10,2 Juni 2025,10j 6m,PASARSENEN,3 Juni 2025,08:16,635000,Habis,2025-06-02,02-Juni-2025,PSE,PASARSENEN,SBI,SURABAYA PASAR TURI,https://booking.kai.id/search?origination=8waGraRrEJk438ycdh9%2Fdw%3D%3D&destination=%2FLHasmfRW3%2BG8rdHAAHYwA%3D%3D&tanggal=kCGlqtq2XWGMKzd9ge9IoP9%2BriZvtWN198IreyEThn0%3D&adult=TqxPPz9bxJ6EkmjJDHBc0w%3D%3D&infant=PXNgZxm0izPhkaJOu%2FyubA%3D%3D&book_type=
BLAMBANGAN EKSPRES,145,Ekonomi (CC),SURABAYA PASAR TURI,22:10,2 Juni 2025,10j 6m,PASARSENEN,3 Juni 2025,08:16,440000,Habis,2025-06-02,02-Juni-2025,PSE,PASARSENEN,SBI,SURABAYA PASAR TURI,https://booking.kai.id/search?origination=8waGraRrEJk438ycdh9%2Fdw%3D%3D&destination=%2FLHasmfRW3%2BG8rdHAAHYwA%3D%3D&tanggal=kCGlqtq2XWGMKzd9ge9IoP9%2BriZvtWN198IreyEThn0%3D&adult=TqxPPz9bxJ6EkmjJDHBc0w%3D%3D&infant=PXNgZxm0izPhkaJOu%2FyubA%3D%3D&book_type=
BLAMBANGAN EKSPRES,145,Eksekutif (AA),SURABAYA PASAR TURI,22:10,2 Juni 2025,10j 6m,PASARSENEN,3 Juni 2025,08:16,620000,Habis,2025-06-02,02-Juni-2025,PSE,PASARSENEN,SBI,SURABAYA PASAR TURI,https://booking.kai.id/search?origination=8waGraRrEJk438ycdh9%2Fdw%3D%3D&destination=%2FLHasmfRW3%2BG8rdHAAHYwA%3D%3D&tanggal=kCGlqtq2XWGMKzd9ge9IoP9%2BriZvtWN198IreyEThn0%3D&adult=TqxPPz9bxJ6EkmjJDHBc0w%3D%3D&infant=PXNgZxm0izPhkaJOu%2FyubA%3D%3D&book_type=
BLAMBANGAN EKSPRES,145,Ekonomi (CB),SURABAYA PASAR TURI,22:10,2 Juni 2025,10j 6m,PASARSENEN,3 Juni 2025,08:16,420000,Habis,2025-06-02,02-Juni-2025,PSE,PASARSENEN,SBI,SURABAYA PASAR TURI,https://booking.kai.id/search?origination=8waGraRrEJk438ycdh9%2Fdw%3D%3D&destination=%2FLHasmfRW3%2BG8rdHAAHYwA%3D%3D&tanggal=kCGlqtq2XWGMKzd9ge9IoP9%2BriZvtWN198IreyEThn0%3D&adult=TqxPPz9bxJ6EkmjJDHBc0w%3D%3D&infant=PXNgZxm0izPhkaJOu%2FyubA%3D%3D&book_type=
KERTAJAYA,253,Ekonomi (CB),SURABAYA PASAR TURI,22:30,2 Juni 2025,10j 33m,PASARSENEN,3 Juni 2025,09:03,320000,Habis,2025-06-02,02-Juni-2025,PSE,PASARSENEN,SBI,SURABAYA PASAR TURI,https://booking.kai.id/search?origination=8waGraRrEJk438ycdh9%2Fdw%3D%3D&destination=%2FLHasmfRW3%2BG8rdHAAHYwA%3D%3D&tanggal=kCGlqtq2XWGMKzd9ge9IoP9%2BriZvtWN198IreyEThn0%3D&adult=TqxPPz9bxJ6EkmjJDHBc0w%3D%3D&infant=PXNgZxm0izPhkaJOu%2FyubA%3D%3D&book_type=
KERTAJAYA,253,Ekonomi (CC),SURABAYA PASAR TURI,22:30,2 Juni 2025,10j 33m,PASARSENEN,3 Juni 2025,09:03,340000,Habis,2025-06-02,02-Juni-2025,PSE,PASARSENEN,SBI,SURABAYA PASAR TURI,https://booking.kai.id/search?origination=8waGraRrEJk438ycdh9%2Fdw%3D%3D&destination=%2FLHasmfRW3%2BG8rdHAAHYwA%3D%3D&tanggal=kCGlqtq2XWGMKzd9ge9IoP9%2BriZvtWN198IreyEThn0%3D&adult=TqxPPz9bxJ6EkmjJDHBc0w%3D%3D&infant=PXNgZxm0izPhkaJOu%2FyubA%3D%3D&book_type=
KERTAJAYA,253,Ekonomi (CD),SURABAYA PASAR TURI,22:30,2 Juni 2025,10j 33m,PASARSENEN,3 Juni 2025,09:03,375000,Habis,2025-06-02,02-Juni-2025,PSE,PASARSENEN,SBI,SURABAYA PASAR TURI,https://booking.kai.id/search?origination=8waGraRrEJk438ycdh9%2Fdw%3D%3D&destination=%2FLHasmfRW3%2BG8rdHAAHYwA%3D%3D&tanggal=kCGlqtq2XWGMKzd9ge9IoP9%2BriZvtWN198IreyEThn0%3D&adult=TqxPPz9bxJ6EkmjJDHBc0w%3D%3D&infant=PXNgZxm0izPhkaJOu%2FyubA%3D%3D&book_type=
DHARMAWANGSA EKSPRES,165,Ekonomi (CD),SURABAYA PASAR TURI,23:00,2 Juni 2025,10j 20m,PASARSENEN,3 Juni 2025,09:20,390000,Habis,2025-06-02,02-Juni-2025,PSE,PASARSENEN,SBI,SURABAYA PASAR TURI,https://booking.kai.id/search?origination=8waGraRrEJk438ycdh9%2Fdw%3D%3D&destination=%2FLHasmfRW3%2BG8rdHAAHYwA%3D%3D&tanggal=kCGlqtq2XWGMKzd9ge9IoP9%2BriZvtWN198IreyEThn0%3D&adult=TqxPPz9bxJ6EkmjJDHBc0w%3D%3D&infant=PXNgZxm0izPhkaJOu%2FyubA%3D%3D&book_type=
DHARMAWANGSA EKSPRES,165,Eksekutif (AA),SURABAYA PASAR TURI,23:00,2 Juni 2025,10j 20m,PASARSENEN,3 Juni 2025,09:20,520000,Habis,2025-06-02,02-Juni-2025,PSE,PASARSENEN,SBI,SURABAYA PASAR TURI,https://booking.kai.id/search?origination=8waGraRrEJk438ycdh9%2Fdw%3D%3D&destination=%2FLHasmfRW3%2BG8rdHAAHYwA%3D%3D&tanggal=kCGlqtq2XWGMKzd9ge9IoP9%2BriZvtWN198IreyEThn0%3D&adult=TqxPPz9bxJ6EkmjJDHBc0w%3D%3D&infant=PXNgZxm0izPhkaJOu%2FyubA%3D%3D&book_type=
DHARMAWANGSA EKSPRES,165,Ekonomi (CA),SURABAYA PASAR TURI,23:00,2 Juni 2025,10j 20m,PASARSENEN,3 Juni 2025,09:20,320000,Habis,2025-06-02,02-Juni-2025,PSE,PASARSENEN,SBI,SURABAYA PASAR TURI,https://booking.kai.id/search?origination=8waGraRrEJk438ycdh9%2Fdw%3D%3D&destination=%2FLHasmfRW3%2BG8rdHAAHYwA%3D%3D&tanggal=kCGlqtq2XWGMKzd9ge9IoP9%2BriZvtWN198IreyEThn0%3D&adult=TqxPPz9bxJ6EkmjJDHBc0w%3D%3D&infant=PXNgZxm0izPhkaJOu%2FyubA%3D%3D&book_type=
DHARMAWANGSA EKSPRES,165,Ekonomi (CC),SURABAYA PASAR TURI,23:00,2 Juni 2025,10j 20m,PASARSENEN,3 Juni 2025,09:20,370000,Habis,2025-06-02,02-Juni-2025,PSE,PASARSENEN,SBI,SURABAYA PASAR TURI,https://booking.kai.id/search?origination=8waGraRrEJk438ycdh9%2Fdw%3D%3D&destination=%2FLHasmfRW3%2BG8rdHAAHYwA%3D%3D&tanggal=kCGlqtq2XWGMKzd9ge9IoP9%2BriZvtWN198IreyEThn0%3D&adult=TqxPPz9bxJ6EkmjJDHBc0w%3D%3D&infant=PXNgZxm0izPhkaJOu%2FyubA%3D%3D&book_type=
DHARMAWANGSA EKSPRES,165,Eksekutif (AC),SURABAYA PASAR TURI,23:00,2 Juni 2025,10j 20m,PASARSENEN,3 Juni 2025,09:20,570000,Habis,2025-06-02,02-Juni-2025,PSE,PASARSENEN,SBI,SURABAYA PASAR TURI,https://booking.kai.id/search?origination=8waGraRrEJk438ycdh9%2Fdw%3D%3D&destination=%2FLHasmfRW3%2BG8rdHAAHYwA%3D%3D&tanggal=kCGlqtq2XWGMKzd9ge9IoP9%2BriZvtWN198IreyEThn0%3D&adult=TqxPPz9bxJ6EkmjJDHBc0w%3D%3D&infant=PXNgZxm0izPhkaJOu%2FyubA%3D%3D&book_type=
DHARMAWANGSA EKSPRES,165,Eksekutif (AD),SURABAYA PASAR TURI,23:00,2 Juni 2025,10j 20m,PASARSENEN,3 Juni 2025,09:20,600000,Habis,2025-06-02,02-Juni-2025,PSE,PASARSENEN,SBI,SURABAYA PASAR TURI,https://booking.kai.id/search?origination=8waGraRrEJk438ycdh9%2Fdw%3D%3D&destination=%2FLHasmfRW3%2BG8rdHAAHYwA%3D%3D&tanggal=kCGlqtq2XWGMKzd9ge9IoP9%2BriZvtWN198IreyEThn0%3D&adult=TqxPPz9bxJ6EkmjJDHBc0w%3D%3D&infant=PXNgZxm0izPhkaJOu%2FyubA%3D%3D&book_type=
GUMARANG,163,Eksekutif (AA),SURABAYA PASAR TURI,15:00,3 Juni 2025,10j 10m,PASARSENEN,4 Juni 2025,01:10,570000,Tersedia,2025-06-03,03-Juni-2025,PSE,PASARSENEN,SBI,SURABAYA PASAR TURI,https://booking.kai.id/search?origination=3VKqLT6mITJkuwDiT3XNjQ%3D%3D&destination=5CfiHdi55yu2D92pGcwzqQ%3D%3D&tanggal=WR1jTdY1cUJ%2Bi2zvKXIPXrB%2B%2B1q4qMQqO2Zh5H0cqGo%3D&adult=ObgXQpeSDU%2BIjzK%2B80VMBg%3D%3D&infant=2HVjTJYjo9Tsn7fIo9d4Yg%3D%3D&book_type=
GUMARANG,163,Bisnis (BA),SURABAYA PASAR TURI,15:00,3 Juni 2025,10j 10m,PASARSENEN,4 Juni 2025,01:10,350000,Tersedia,2025-06-03,03-Juni-2025,PSE,PASARSENEN,SBI,SURABAYA PASAR TURI,https://booking.kai.id/search?origination=3VKqLT6mITJkuwDiT3XNjQ%3D%3D&destination=5CfiHdi55yu2D92pGcwzqQ%3D%3D&tanggal=WR1jTdY1cUJ%2Bi2zvKXIPXrB%2B%2B1q4qMQqO2Zh5H0cqGo%3D&adult=ObgXQpeSDU%2BIjzK%2B80VMBg%3D%3D&infant=2HVjTJYjo9Tsn7fIo9d4Yg%3D%3D&book_type=
JAYABAYA,91,Eksekutif (AC),SURABAYA PASAR TURI,16:07,3 Juni 2025,9j 51m,PASARSENEN,4 Juni 2025,01:58,680000,Tersedia,2025-06-03,03-Juni-2025,PSE,PASARSENEN,SBI,SURABAYA PASAR TURI,https://booking.kai.id/search?origination=3VKqLT6mITJkuwDiT3XNjQ%3D%3D&destination=5CfiHdi55yu2D92pGcwzqQ%3D%3D&tanggal=WR1jTdY1cUJ%2Bi2zvKXIPXrB%2B%2B1q4qMQqO2Zh5H0cqGo%3D&adult=ObgXQpeSDU%2BIjzK%2B80VMBg%3D%3D&infant=2HVjTJYjo9Tsn7fIo9d4Yg%3D%3D&book_type=
JAYABAYA,91,Ekonomi (CC),SURABAYA PASAR TURI,16:07,3 Juni 2025,9j 51m,PASARSENEN,4 Juni 2025,01:58,480000,Tersedia,2025-06-03,03-Juni-2025,PSE,PASARSENEN,SBI,SURABAYA PASAR TURI,https://booking.kai.id/search?origination=3VKqLT6mITJkuwDiT3XNjQ%3D%3D&destination=5CfiHdi55yu2D92pGcwzqQ%3D%3D&tanggal=WR1jTdY1cUJ%2Bi2zvKXIPXrB%2B%2B1q4qMQqO2Zh5H0cqGo%3D&adult=ObgXQpeSDU%2BIjzK%2B80VMBg%3D%3D&infant=2HVjTJYjo9Tsn7fIo9d4Yg%3D%3D&book_type=
BLAMBANGAN EKSPRES,145,Eksekutif (AB),SURABAYA PASAR TURI,22:10,3 Juni 2025,10j 6m,PASARSENEN,4 Juni 2025,08:16,635000,Tersedia,2025-06-03,03-Juni-2025,PSE,PASARSENEN,SBI,SURABAYA PASAR TURI,https://booking.kai.id/search?origination=3VKqLT6mITJkuwDiT3XNjQ%3D%3D&destination=5CfiHdi55yu2D92pGcwzqQ%3D%3D&tanggal=WR1jTdY1cUJ%2Bi2zvKXIPXrB%2B%2B1q4qMQqO2Zh5H0cqGo%3D&adult=ObgXQpeSDU%2BIjzK%2B80VMBg%3D%3D&infant=2HVjTJYjo9Tsn7fIo9d4Yg%3D%3D&book_type=
KERTAJAYA,253,Ekonomi (CA),SURABAYA PASAR TURI,22:30,3 Juni 2025,10j 33m,PASARSENEN,4 Juni 2025,09:03,310000,Tersedia,2025-06-03,03-Juni-2025,PSE,PASARSENEN,SBI,SURABAYA PASAR TURI,https://booking.kai.id/search?origination=3VKqLT6mITJkuwDiT3XNjQ%3D%3D&destination=5CfiHdi55yu2D92pGcwzqQ%3D%3D&tanggal=WR1jTdY1cUJ%2Bi2zvKXIPXrB%2B%2B1q4qMQqO2Zh5H0cqGo%3D&adult=ObgXQpeSDU%2BIjzK%2B80VMBg%3D%3D&infant=2HVjTJYjo9Tsn7fIo9d4Yg%3D%3D&book_type=
DHARMAWANGSA EKSPRES,165,Eksekutif (AA),SURABAYA PASAR TURI,23:00,3 Juni 2025,10j 20m,PASARSENEN,4 Juni 2025,09:20,520000,Tersedia,2025-06-03,03-Juni-2025,PSE,PASARSENEN,SBI,SURABAYA PASAR TURI,https://booking.kai.id/search?origination=3VKqLT6mITJkuwDiT3XNjQ%3D%3D&destination=5CfiHdi55yu2D92pGcwzqQ%3D%3D&tanggal=WR1jTdY1cUJ%2Bi2zvKXIPXrB%2B%2B1q4qMQqO2Zh5H0cqGo%3D&adult=ObgXQpeSDU%2BIjzK%2B80VMBg%3D%3D&infant=2HVjTJYjo9Tsn7fIo9d4Yg%3D%3D&book_type=
DHARMAWANGSA EKSPRES,165,Ekonomi (CB),SURABAYA PASAR TURI,23:00,3 Juni 2025,10j 20m,PASARSENEN,4 Juni 2025,09:20,350000,Tersedia,2025-06-03,03-Juni-2025,PSE,PASARSENEN,SBI,SURABAYA PASAR TURI,https://booking.kai.id/search?origination=3VKqLT6mITJkuwDiT3XNjQ%3D%3D&destination=5CfiHdi55yu2D92pGcwzqQ%3D%3D&tanggal=WR1jTdY1cUJ%2Bi2zvKXIPXrB%2B%2B1q4qMQqO2Zh5H0cqGo%3D&adult=ObgXQpeSDU%2BIjzK%2B80VMBg%3D%3D&infant=2HVjTJYjo9Tsn7fIo9d4Yg%3D%3D&book_type=
AIRLANGGA,271,Ekonomi (C),SURABAYA PASAR TURI,12:50,3 Juni 2025,12j 8m,PASARSENEN,4 Juni 2025,00:58,104000,Habis,2025-06-03,03-Juni-2025,PSE,PASARSENEN,SBI,SURABAYA PASAR TURI,https://booking.kai.id/search?origination=3VKqLT6mITJkuwDiT3XNjQ%3D%3D&destination=5CfiHdi55yu2D92pGcwzqQ%3D%3D&tanggal=WR1jTdY1cUJ%2Bi2zvKXIPXrB%2B%2B1q4qMQqO2Zh5H0cqGo%3D&adult=ObgXQpeSDU%2BIjzK%2B80VMBg%3D%3D&infant=2HVjTJYjo9Tsn7fIo9d4Yg%3D%3D&book_type=
GUMARANG,163,Eksekutif (AB),SURABAYA PASAR TURI,15:00,3 Juni 2025,10j 10m,PASARSENEN,4 Juni 2025,01:10,600000,Habis,2025-06-03,03-Juni-2025,PSE,PASARSENEN,SBI,SURABAYA PASAR TURI,https://booking.kai.id/search?origination=3VKqLT6mITJkuwDiT3XNjQ%3D%3D&destination=5CfiHdi55yu2D92pGcwzqQ%3D%3D&tanggal=WR1jTdY1cUJ%2Bi2zvKXIPXrB%2B%2B1q4qMQqO2Zh5H0cqGo%3D&adult=ObgXQpeSDU%2BIjzK%2B80VMBg%3D%3D&infant=2HVjTJYjo9Tsn7fIo9d4Yg%3D%3D&book_type=
GUMARANG,163,Eksekutif (AC),SURABAYA PASAR TURI,15:00,3 Juni 2025,10j 10m,PASARSENEN,4 Juni 2025,01:10,620000,Habis,2025-06-03,03-Juni-2025,PSE,PASARSENEN,SBI,SURABAYA PASAR TURI,https://booking.kai.id/search?origination=3VKqLT6mITJkuwDiT3XNjQ%3D%3D&destination=5CfiHdi55yu2D92pGcwzqQ%3D%3D&tanggal=WR1jTdY1cUJ%2Bi2zvKXIPXrB%2B%2B1q4qMQqO2Zh5H0cqGo%3D&adult=ObgXQpeSDU%2BIjzK%2B80VMBg%3D%3D&infant=2HVjTJYjo9Tsn7fIo9d4Yg%3D%3D&book_type=
GUMARANG,163,Eksekutif (AD),SURABAYA PASAR TURI,15:00,3 Juni 2025,10j 10m,PASARSENEN,4 Juni 2025,01:10,685000,Habis,2025-06-03,03-Juni-2025,PSE,PASARSENEN,SBI,SURABAYA PASAR TURI,https://booking.kai.id/search?origination=3VKqLT6mITJkuwDiT3XNjQ%3D%3D&destination=5CfiHdi55yu2D92pGcwzqQ%3D%3D&tanggal=WR1jTdY1cUJ%2Bi2zvKXIPXrB%2B%2B1q4qMQqO2Zh5H0cqGo%3D&adult=ObgXQpeSDU%2BIjzK%2B80VMBg%3D%3D&infant=2HVjTJYjo9Tsn7fIo9d4Yg%3D%3D&book_type=
GUMARANG,163,Bisnis (BB),SURABAYA PASAR TURI,15:00,3 Juni 2025,10j 10m,PASARSENEN,4 Juni 2025,01:10,370000,Habis,2025-06-03,03-Juni-2025,PSE,PASARSENEN,SBI,SURABAYA PASAR TURI,https://booking.kai.id/search?origination=3VKqLT6mITJkuwDiT3XNjQ%3D%3D&destination=5CfiHdi55yu2D92pGcwzqQ%3D%3D&tanggal=WR1jTdY1cUJ%2Bi2zvKXIPXrB%2B%2B1q4qMQqO2Zh5H0cqGo%3D&adult=ObgXQpeSDU%2BIjzK%2B80VMBg%3D%3D&infant=2HVjTJYjo9Tsn7fIo9d4Yg%3D%3D&book_type=
GUMARANG,163,Bisnis (BC),SURABAYA PASAR TURI,15:00,3 Juni 2025,10j 10m,PASARSENEN,4 Juni 2025,01:10,390000,Habis,2025-06-03,03-Juni-2025,PSE,PASARSENEN,SBI,SURABAYA PASAR TURI,https://booking.kai.id/search?origination=3VKqLT6mITJkuwDiT3XNjQ%3D%3D&destination=5CfiHdi55yu2D92pGcwzqQ%3D%3D&tanggal=WR1jTdY1cUJ%2Bi2zvKXIPXrB%2B%2B1q4qMQqO2Zh5H0cqGo%3D&adult=ObgXQpeSDU%2BIjzK%2B80VMBg%3D%3D&infant=2HVjTJYjo9Tsn7fIo9d4Yg%3D%3D&book_type=
GUMARANG,163,Bisnis (BD),SURABAYA PASAR TURI,15:00,3 Juni 2025,10j 10m,PASARSENEN,4 Juni 2025,01:10,420000,Habis,2025-06-03,03-Juni-2025,PSE,PASARSENEN,SBI,SURABAYA PASAR TURI,https://booking.kai.id/search?origination=3VKqLT6mITJkuwDiT3XNjQ%3D%3D&destination=5CfiHdi55yu2D92pGcwzqQ%3D%3D&tanggal=WR1jTdY1cUJ%2Bi2zvKXIPXrB%2B%2B1q4qMQqO2Zh5H0cqGo%3D&adult=ObgXQpeSDU%2BIjzK%2B80VMBg%3D%3D&infant=2HVjTJYjo9Tsn7fIo9d4Yg%3D%3D&book_type=
JAYABAYA,91,Eksekutif (AA),SURABAYA PASAR TURI,16:07,3 Juni 2025,9j 51m,PASARSENEN,4 Juni 2025,01:58,630000,Habis,2025-06-03,03-Juni-2025,PSE,PASARSENEN,SBI,SURABAYA PASAR TURI,https://booking.kai.id/search?origination=3VKqLT6mITJkuwDiT3XNjQ%3D%3D&destination=5CfiHdi55yu2D92pGcwzqQ%3D%3D&tanggal=WR1jTdY1cUJ%2Bi2zvKXIPXrB%2B%2B1q4qMQqO2Zh5H0cqGo%3D&adult=ObgXQpeSDU%2BIjzK%2B80VMBg%3D%3D&infant=2HVjTJYjo9Tsn7fIo9d4Yg%3D%3D&book_type=
JAYABAYA,91,Eksekutif (AB),SURABAYA PASAR TURI,16:07,3 Juni 2025,9j 51m,PASARSENEN,4 Juni 2025,01:58,650000,Habis,2025-06-03,03-Juni-2025,PSE,PASARSENEN,SBI,SURABAYA PASAR TURI,https://booking.kai.id/search?origination=3VKqLT6mITJkuwDiT3XNjQ%3D%3D&destination=5CfiHdi55yu2D92pGcwzqQ%3D%3D&tanggal=WR1jTdY1cUJ%2Bi2zvKXIPXrB%2B%2B1q4qMQqO2Zh5H0cqGo%3D&adult=ObgXQpeSDU%2BIjzK%2B80VMBg%3D%3D&infant=2HVjTJYjo9Tsn7fIo9d4Yg%3D%3D&book_type=
JAYABAYA,91,Ekonomi (CD),SURABAYA PASAR TURI,16:07,3 Juni 2025,9j 51m,PASARSENEN,4 Juni 2025,01:58,500000,Habis,2025-06-03,03-Juni-2025,PSE,PASARSENEN,SBI,SURABAYA PASAR TURI,https://booking.kai.id/search?origination=3VKqLT6mITJkuwDiT3XNjQ%3D%3D&destination=5CfiHdi55yu2D92pGcwzqQ%3D%3D&tanggal=WR1jTdY1cUJ%2Bi2zvKXIPXrB%2B%2B1q4qMQqO2Zh5H0cqGo%3D&adult=ObgXQpeSDU%2BIjzK%2B80VMBg%3D%3D&infant=2HVjTJYjo9Tsn7fIo9d4Yg%3D%3D&book_type=
JAYABAYA,91,Eksekutif (AD),SURABAYA PASAR TURI,16:07,3 Juni 2025,9j 51m,PASARSENEN,4 Juni 2025,01:58,700000,Habis,2025-06-03,03-Juni-2025,PSE,PASARSENEN,SBI,SURABAYA PASAR TURI,https://booking.kai.id/search?origination=3VKqLT6mITJkuwDiT3XNjQ%3D%3D&destination=5CfiHdi55yu2D92pGcwzqQ%3D%3D&tanggal=WR1jTdY1cUJ%2Bi2zvKXIPXrB%2B%2B1q4qMQqO2Zh5H0cqGo%3D&adult=ObgXQpeSDU%2BIjzK%2B80VMBg%3D%3D&infant=2HVjTJYjo9Tsn7fIo9d4Yg%3D%3D&book_type=
JAYABAYA,91,Ekonomi (CA),SURABAYA PASAR TURI,16:07,3 Juni 2025,9j 51m,PASARSENEN,4 Juni 2025,01:58,430000,Habis,2025-06-03,03-Juni-2025,PSE,PASARSENEN,SBI,SURABAYA PASAR TURI,https://booking.kai.id/search?origination=3VKqLT6mITJkuwDiT3XNjQ%3D%3D&destination=5CfiHdi55yu2D92pGcwzqQ%3D%3D&tanggal=WR1jTdY1cUJ%2Bi2zvKXIPXrB%2B%2B1q4qMQqO2Zh5H0cqGo%3D&adult=ObgXQpeSDU%2BIjzK%2B80VMBg%3D%3D&infant=2HVjTJYjo9Tsn7fIo9d4Yg%3D%3D&book_type=
JAYABAYA,91,Ekonomi (CB),SURABAYA PASAR TURI,16:07,3 Juni 2025,9j 51m,PASARSENEN,4 Juni 2025,01:58,450000,Habis,2025-06-03,03-Juni-2025,PSE,PASARSENEN,SBI,SURABAYA PASAR TURI,https://booking.kai.id/search?origination=3VKqLT6mITJkuwDiT3XNjQ%3D%3D&destination=5CfiHdi55yu2D92pGcwzqQ%3D%3D&tanggal=WR1jTdY1cUJ%2Bi2zvKXIPXrB%2B%2B1q4qMQqO2Zh5H0cqGo%3D&adult=ObgXQpeSDU%2BIjzK%2B80VMBg%3D%3D&infant=2HVjTJYjo9Tsn7fIo9d4Yg%3D%3D&book_type=
